"id","amikacin","capreomycin","ciprofloxacin","ethambutol","ethionamide","isoniazid","kanamycin","moxifloxacin","ofloxacin","pyrazinamide","rifampicin","streptomycin"
"SRR6045608",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514829",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514830",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514831",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514832",NA,NA,NA,"0",NA,"0",NA,NA,NA,"1","0",NA
"ERR2514833",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6044829",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045950",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514834",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514835",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514836",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046717",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514837",NA,NA,NA,"0",NA,"0",NA,NA,NA,"1","0",NA
"ERR2514838",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514839",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046324",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046030",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046756",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514840",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514841",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514842",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"SRR6046509",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514843",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514844",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514845",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514846",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514847",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514848",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"SRR6044805",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045109",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514849",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514850",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514851",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514852",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514853",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514854",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514855",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514856",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514857",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514858",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514859",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA
"SRR6045476",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514860",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514861",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514862",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514863",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514864",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA
"SRR6044938",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045325",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514865",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514866",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045849",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514867",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1",NA
"ERR2514868",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514869",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514870",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045453",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514871",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514872",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514873",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046038",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514874",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514875",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514876",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2512703",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045798",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046096",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA
"SRR6045912",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045563",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514877",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"ERR2514878",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514879",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514880",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2512488",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514881",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046092",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514882",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514883",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514884",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514885",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514886",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514887",NA,NA,NA,"1",NA,"1",NA,NA,NA,"1","1",NA
"ERR2514888",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514889",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514890",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514891",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514892",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514893",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514894",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514895",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514896",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046111",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"SRR6045198",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514897",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514898",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514899",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514900",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514901",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514902",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514903",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046364",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514904",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514905",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045831",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514906",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514907",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514908",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514909",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"SRR6046164",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR3675578",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514910",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514911",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045639",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514912",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514913",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514914",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045729",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514915",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514916",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514917",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514918",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6044768",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045376",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514919",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514920",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514921",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514922",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514923",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514924",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR3675579",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046044",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045934",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514925",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514926",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514927",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046691",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514928",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514929",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514930",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514931",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2512721",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514932",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514933",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514934",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514935",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514936",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514937",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045547",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514938",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046850",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046739",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514939",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514940",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514941",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045256",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514942",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514943",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514944",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514945",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514946",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514947",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514948",NA,NA,NA,"0",NA,"0",NA,NA,NA,"1","0",NA
"ERR2514949",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514950",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514951",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514952",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA
"ERR2514953",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514954",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514955",NA,NA,NA,"0",NA,"0",NA,NA,NA,"1","0",NA
"ERR2514956",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514957",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514958",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514959",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514960",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514961",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514962",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA
"ERR2514963",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514964",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514965",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514966",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514967",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514968",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514969",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514970",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514971",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514972",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514973",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514974",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"SRR6046442",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514975",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514976",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514977",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514978",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514979",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"ERR2514980",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514981",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","0",NA
"ERR2514982",NA,NA,NA,"0",NA,"1",NA,NA,NA,"1","0",NA
"ERR2514983",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514984",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514985",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514986",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045138",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2512641",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514987",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514988",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA
"SRR6044772",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514989",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045369",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA
"ERR2514990",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514991",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514992",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514993",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514994",NA,NA,NA,"1",NA,"1",NA,NA,NA,"0","0",NA
"ERR2514995",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514996",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA
"ERR2514997",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514998",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2514999",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515000",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515001",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515002",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515003",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515004",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515005",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046645",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515006",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515007",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046221",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2515008",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515009",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045958",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"SRR6045533",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515010",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515011",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515012",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045362",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR3675587",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045492",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515013",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515014",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SRR6045920",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2512516",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515015",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515016",NA,NA,NA,"0",NA,"0",NA,NA,NA,"1","0",NA
"ERR2515017",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515018",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515019",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515020",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515021",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515022",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045485",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515023",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515024",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"SRR6046576",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515025",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515026",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046235",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515027",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515028",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515029",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046774",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515030",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515031",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045944",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2513421",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2513707",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515032",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045947",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515033",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515034",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515035",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"SRR6045056",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046670",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515036",NA,NA,NA,"0",NA,"0",NA,NA,NA,"1","0",NA
"ERR2515037",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2513271",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515038",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515039",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515040",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","1",NA
"ERR2515041",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515042",NA,NA,NA,"1",NA,"1",NA,NA,NA,"1","1",NA
"ERR2515043",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515044",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515045",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515046",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045097",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515047",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046531",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515048",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045199",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515049",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045552",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046782",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515050",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515051",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515052",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045099",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515053",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515054",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR3675589",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515055",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6045593",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515056",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515057",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046262",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515058",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515059",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515060",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515061",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515062",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515063",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2513643",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515064",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"ERR2515065",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515066",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046256",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0",NA
"ERR2515067",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515068",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515069",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046430",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"SRR6046779",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2512533",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
"ERR2515070",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0",NA
